회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,전화번호,팩스번호,업종명,설립일,결산월,popup_id
(주)씨디네트웍스,"CDNetworksCo.,Ltd.",씨디네트웍스,073710,쩌우환잉  정보 더보기,기타법인,110111-1981649,211-86-99301,"서울특별시 강남구 테헤란로8길 37 한동빌딩3,4,6,7층 (역삼동)",www.cdnetworks.co.kr,,02-3441-0400,02-569-9632,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2000-05-27,12월,00493501
주식회사 베어리버,"Bearriver Co.,Ltd.",베어리버,,박진영,기타법인,214911-0044132,403-81-80901,전라북도 익산시 웅포면 강변로 130 베어포트리조트 내(웅포리),cafe.naver.com/bearrivermember,,063-720-7045,063-720-7799,골프장 운영업,2014-11-05,12월,01157332
선산주식회사,SUNSAN Corp.,선산,,김현기,기타법인,110111-6114138,226-88-00459,"서울특별시 서초구 서초대로 397 (서초동, 부띠크모나코) B동 2702호",www.sunsan.co,,01075236370,02-533-3998,제품 디자인업,2016-07-07,12월,01236815
주식회사 대원모방,"DAEWON WOOL TEXTILE Co., Ltd.",대원모방,311840,김석만  정보 더보기,기타법인,150111-0227020,397-81-00562,충청북도 청주시 흥덕구 직지대로435번길 15 (송정동),www.daewonwooltextile.co.kr,,043-275-9181,043-275-9213,모직물 직조업,2016-11-01,12월,01195828
주식회사 에너지세븐,"energy seven co.,Ltd.",에너지세븐,,김재향,기타법인,110111-5671006,569-87-00010,"서울특별시 강남구 테헤란로 423 2117호 (삼성동, 현대타워)",,,070-4848-6343,02-6442-6613,액체연료 및 관련제품 도매업,2015-03-19,12월,01170351
(주)모다  정보 더보기,Moda Inc.,모다,149940,고동균  정보 더보기,기타법인,110111-0819932,214-81-35029,서울특별시 양천구 목동중앙북로 112 5층,www.modainc.co.kr,,02-523-7677,02-523-7678,기타 무선 통신장비 제조업,1991-12-02,12월,00757816
농업회사법인 비센바이오,BEESEN BIO,농업회사법인비센바이오,,안창기,기타법인,160111-0239180,314-81-96665,대전광역시 유성구 문화원로 129 (봉명동),,,070-4493-3611,042-822-9611,동물용 의약품 제조업,2008-03-17,12월,01306390
유한회사 코캄  정보 더보기,"Kokam Co.,Ltd.",코캄,,정충연  정보 더보기,기타법인,135814-0007273,229-81-18003,경기도 수원시 장안구 경수대로1220번길 30-78,www.kokam.com,,031-362-0100,031-362-0199,운송장비용 이차전지 제조업,1995-02-03,12월,00299677
(주)코썬바이오  정보 더보기,"Kosun Bio Co., Ltd.",코썬바이오,204990,조규면  정보 더보기,기타법인,110111-3505421,214-87-94321,서울특별시 영등포구 선유로 146 이앤씨드림타워 207호,www.hsvital.com,,02-2628-0550,02-2628-0561,건강기능식품 제조업,2006-08-08,12월,00874195
(주)대전시티즌  정보 더보기,DAEJEON CITIZEN FOOTBALL CLUB,대전시티즌,,최용규  정보 더보기,기타법인,160111-0057540,305-81-26490,대전광역시 유성구 월드컵대로 32 대전월드컵경기장 서관 3층 (노은동),www.dcfc.co.kr,,042-824-2002,042-824-7048,스포츠 클럽 운영업,1996-10-11,12월,00544018
주식회사 약침  정보 더보기,"Pharmacopuncture Co.,Ltd.",약침,,강대인,기타법인,110111-3726382,109-86-09243,"경기도 안양시 만안구 전파로 48 (안양동, (주)유테크) 4층 406호",www.ppmedi.com,,0316895713,0316895714,합성의약품 및 기타 완제 의약품 제조업,2007-08-01,12월,00908979
(주)케미메디  정보 더보기,KEMIMEDI Co.Ltd,케미메디,205290,최건섭,기타법인,214911-0029051,403-81-50862,경상북도 안동시 풍산읍 산업단지길 88 (재)경북바이오벤처프라자 3층 302호,www.wellcan.co.kr,,02-3443-9252,02-3444-9252,자연과학 및 공학 연구개발업,2008-07-02,12월,01086812
신한제4호기업인수목적(주)  정보 더보기,"Shinhan 4th Special Purpose Acquisition CO.,LTD",신한제4호기업인수목적,277480,이원배,기타법인,110111-6471413,374-81-00972,서울특별시 영등포구 여의대로 70 신한금융투자타워,,,02-3772-4075,02-780-4186,그 외 기타 금융 지원 서비스업,2017-07-26,12월,01243772
하이골드오션8호국제선박투자회사  정보 더보기,HI GOLD OCEAN KMARIN NO.8 SHIP INVESTMENT COMPANY,하이골드오션8호국제선박투자회사,159650,오운용  정보 더보기,기타법인,220111-0087065,616-81-94277,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),www.kmarin.co.kr,,02-2090-4600,02-319-8188,운송장비 임대업,2011-10-31,12월,00930321
서브원,"SERVEONE CO., LTD.",서브원,,김동철  정보 더보기,기타법인,110111-6944022,852-86-01272,서울특별시 종로구 새문안로 76 콘코디언빌딩 6-10층,www.serveone.co.kr,,02-6740-8500,,전자상거래 소매 중개업,2018-12-01,12월,01346486
주식회사 얍컴퍼니  정보 더보기,YAP Company,얍컴퍼니,,안경훈  정보 더보기,기타법인,110111-5168839,114-87-10109,"서울특별시 종로구 율곡로 6 (중학동, 트윈트리빌딩)A동 16,17층",www.yap.net,,070-5099-2707,02-525-2658,기타 정보 서비스업,2013-06-27,12월,01044597
(주)레온,LEON,레온,,장병익,기타법인,134111-0203864,138-81-66418,경기도 안산시 단원구 별망로 572 (원시동),leon-hq.com,,031-434-3412,031-494-8355,인쇄회로기판 및 전자부품 실장기판 제조업,2011-03-26,12월,01218086
(주)쿠첸,"Cuchen Co., Ltd.",쿠첸,225650,박재순  정보 더보기,기타법인,110111-5799816,802-88-00229,"서울특별시 강남구 삼성로 530 (삼성동, 부방빌딩)",www.cuchen.com,,1577-2797,02-564-4168,주방용 전기기기 제조업,2015-08-04,12월,01102095
(주)미래SCI  정보 더보기,"MIRAE SCI CO., LTD.",미래SCI,028040,박정수  정보 더보기,기타법인,181211-0003835,620-81-01495,충북 청원군 옥산면 남촌리 1108-3,www.miraesci.com,,043-710-0112,043-710-0119,상품 중개업,1984-10-10,12월,00111865
(주)하임바이오,"HaimBio Co.,Ltd.",하임바이오,,김홍렬,기타법인,110111-4693308,109-86-31158,"서울특별시 성북구 안암로 145 703-2호 고려대학교 산학관(안암동5가, 고려대학교안암캠퍼스)",www.haimbio.com/,,02-577-1373,070-8677-1373,화장품 및 화장용품 도매업,2011-09-26,12월,01277104
현대스틸산업주식회사,"HYUNDAI ENGINEERING & STEEL INDUSTERIES CO.,LTD",현대스틸산업,,이청휴  정보 더보기,기타법인,161411-0009437,316-81-00904,충청남도 천안시 서북구 성거읍 천흥8길 18-9,www.hesi.co.kr,,02-746-6811,02-746-6818,전문직별 공사업,2001-03-28,12월,00444435
(주)해피드림  정보 더보기,"HappyDream Co., Ltd.",해피드림,065180,"전태일, 정완진  정보 더보기",기타법인,130111-0036318,124-81-41378,충청남도 당진시 북문로 15 120동 136호(읍내동),www.thehappydream.co.kr,,02-2057-5588,02-2057-1881,일반 화물자동차 운송업,1995-11-27,12월,00389679
주식회사 나인테크,NAINTEC.CO.LTD,나인테크,,박근노,기타법인,134111-0155411,138-81-41232,경기도 화성시 양감면 정문회화로 81 (주)나인테크,www.naintec.co.kr,,031-476-0305,031-476-0306,반도체 제조용 기계 제조업,2007-06-18,12월,00967608
한국제지(주)  정보 더보기,"HANKUK PAPER MFG CO.,LTD",한국제지,002300,안재호  정보 더보기,기타법인,110111-0002818,214-81-03513,서울특별시 강남구 테헤란로 504 해성빌딩 19층,www.hankukpaper.com,,02-3475-7200,02-3473-2133,"펄프, 종이 및 판지 제조업",1958-02-25,12월,00159412
엠에프엠코리아(주)  정보 더보기,"MFM KOREA Co., Ltd.",엠에프엠코리아,251960,"안피터도성, 조장호(각자 대표이사)  정보 더보기",기타법인,110111-2641185,120-86-44010,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩)",www.mfmkorea.com,,02-531-5780,02-558-7827,편조의복 제조업,2002-10-29,12월,00814810
(주)덴티스,"DENTIS.CO.,LTD",덴티스,,심기봉,기타법인,170111-0283317,514-81-54455,대구광역시 달서구 성서서로 99 (월암동),www.dentis.co.kr,,053-583-2804,053-583-2806,치과용 기기 제조업,2008-03-16,12월,00664039
아피메즈 주식회사,"Apimeds,Inc",아피메즈,,유인수,기타법인,110111-2861965,201-81-84674,"경기도 성남시 중원구 둔촌대로 537 (상대원동, 쌍용IT트윈타워A동)",www.apimeds.com,,031-702-0800,031-702-0801,방사선 장치 제조업,2003-09-23,12월,01131990
주식회사 에이치피바이오연구소,HPBIOLAB INC.,에이치피바이오연구소,,이승재,기타법인,110111-6600484,350-86-00777,서울특별시 강남구 논현로111길 21 (논현동) 2층,www.hpbio.co.kr,,02-565-3767,02-2649-2648,자연과학 및 공학 연구개발업,2017-12-15,12월,01269202
(주)티에스트릴리온  정보 더보기,"TS Trillion Co., Ltd.",티에스트릴리온,284610,장기영,기타법인,110111-3737371,107-86-94647,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가, 티에스빌딩)",www.talmo.com,,02-785-8296,02-785-8297,화장품 제조업,2007-08-17,12월,01186811
한국복합물류(주),"Korea Integrated Freight Terminal CO.,LTD",한국복합물류,,기송  정보 더보기,기타법인,110111-0853576,123-81-40376,경기도 군포시 번영로 82,www.kift.co.kr,,02-700-0209,20-3782-0793,물류 터미널 운영업,1992-04-24,12월,00216337
현대종합특수강 주식회사  정보 더보기,HYUNDAI SPECIAL STEEL COMPANY,현대종합특수강,,이상원  정보 더보기,기타법인,110111-4505595,120-87-62602,서울특별시 강남구 강남대로 308 10층,www.hyundai-specialsteel.com,,02-6191-8533,02-6191-8591,철강선 제조업,2011-01-01,12월,00864842
코리아오토글라스(주),KOREA AUTOGLASS CORPORATION,코리아오토글라스,152330,우종철  정보 더보기,기타법인,164711-0007507,307-81-15780,세종특별자치시 전의면 산단길 134,kac.kccworld.co.kr,http://kac.kccworld.co.kr/company/ir01.aspx,044-860-5000,02-3480-5437,판유리 및 판유리 가공품 제조업,2000-08-30,12월,00351418
(주)엘피케이로보틱스  정보 더보기,"LPK ROBOTICS Co.,Ltd.",엘피케이로보틱스,183350,심태호  정보 더보기,기타법인,284911-0048411,141-81-00616,인천광역시 부평구 부평대로329번길 86-,lpkrobotics.com,,032-341-1645,032-341-1648,산업용 로봇 제조업,2004-06-26,12월,00989327
(주)디아메스코,"DIAMESCO Co., Ltd",디아메스코,,최규동,기타법인,110111-3008053,206-81-90583,"대전광역시 유성구 테크노2로 187 305호(용산동, 미건테크노월드)",www.diamesco.com,,02-6123-3070,02-6123-3071,전기식 진단 및 요법 기기 제조업,2004-05-07,12월,01214345
주식회사 그린웰개발  정보 더보기,"DAYOUSE Co.,Ltd",그린웰개발,,박상민  정보 더보기,기타법인,151111-0039383,303-81-60677,충청북도 충주시 대소원면 첨단산업1로 136 (주)대유에스이,www.dayouse.co.kr,,043-845-8611,043-845-8610,전기장비 제조업,2010-12-28,12월,00858054
(주)지컴,GCOM Inc.,지컴,,김윤창,기타법인,164811-0045399,312-86-00120,충청남도 천안시 동남구 풍세면 풍세산단1로 43 (보성리),www.gcom21.com,,041-565-9720,041-565-9721,반도체 제조용 기계 제조업,2008-06-13,12월,01407307
(주)에스마크  정보 더보기,"SMARK CO.,LTD",에스마크,030270,신희주  정보 더보기,기타법인,151111-0001366,303-81-03040,충청북도 충주시 가주농공2길 21,www.s-mark.co.kr,,02 -757 -9171,02-757-9179,면 방적업,1986-05-28,12월,00100258
주식회사 파이널데이터  정보 더보기,"FINALDATA, INC.",파이널데이터,,이채홍  정보 더보기,기타법인,110111-1734767,120-81-91328,서울특별시 강남구 학동로 175 미디어센타빌딩 7층,www.finaldata.com,,02-3438-6610,02-3438-6604,시스템 소프트웨어 개발 및 공급업,1999-07-14,12월,00262479
(주)요즈마비엠텍  정보 더보기,"YOZMA BMTECH CO,LTD.",요즈마비엠텍,,한승무,기타법인,180111-0263630,603-81-35874,"경기도 성남시 중원구 사기막골로 137 (상대원동, 중앙인더스피아5차) 1001호",www.yozma-bmtech.com.com,,031-739-5544,031-739-5545,방사선 장치 제조업,1998-08-08,12월,01209574
주식회사 구스앤홈  정보 더보기,"GOOSE & HOME Co., Ltd",구스앤홈,329050,이재일,기타법인,110111-4871706,215-87-68791,"서울특별시 송파구 송파대로 55, 에이동 607호(장지동, 서울복합물류)",gooseandhome.com,,02-2157-0123,02-2157-0199,침구 및 관련제품 제조업,2012-05-18,12월,01337114
(주)유쎌  정보 더보기,YOUCEL Inc,유쎌,252370,차재영,기타법인,214911-0029209,403-81-51139,전라북도 익산시 함열읍 익산대로78길 265,www.youcel.co.kr,,063-834-6877,063-834-6878,화장품 제조업,2008-08-18,12월,01063963
비엔에프머티리얼즈(주)  정보 더보기,BNF CORPORATION LTD.,비엔에프머티리얼즈,271780,강만준  정보 더보기,기타법인,110111-2872839,105-86-59509,인천광역시 서구 보듬로 176,www.seoulam.co.kr,,032-564-6612,032-564-6614,"기타 비철금속 압연, 압출 및 연신 제품 제조업",2003-10-10,12월,01221947
(주)인터파크  정보 더보기,Interpark Corporation,인터파크,108790,"강동화, 김양선(각자 대표이사)  정보 더보기",기타법인,110111-3573668,214-87-98889,서울특별시 강남구 삼성로 512서울특별시 강남구 삼성로 512 삼성동빌딩,www.interpark.com,,02-3484-3993,02-6004-6799,통신 판매업,2006-12-01,12월,00598587
에이캐피탈 주식회사  정보 더보기,"A Capital Co., Ltd",에이캐피탈,,박재욱  정보 더보기,기타법인,110111-3798084,201-86-04525,"서울특별시 중구 세종대로 73 5층(태평로2가, 태평로빌딩)",,,02-6388-0121,,신용카드 및 할부금융업,2007-12-10,12월,00658144
한화에이스기업인수목적4호(주)  정보 더보기,"Hanwha Ace Special Purpose Acquisition 4th CO., Ltd.",한화에이스기업인수목적4호,279410,박재석,기타법인,110111-6504561,455-87-00763,서울특별시 영등포구 여의대로 56 한화투자증권 10층,hanwha-ace-spac4.co.kr,,02-3772-7762,,금융 지원 서비스업,2017-09-01,12월,01247918
(주)티브로드  정보 더보기,"Tbroad Co.,Ltd.",티브로드,,강신웅  정보 더보기,기타법인,210111-0013343,418-81-08013,"경기도 수원시 영통구 창룡대로 260 (이의동, 광교센트럴비즈타워)",www.tbroad.com,,070-8188-8015,070-8111-7087,유선 방송업,1994-02-19,12월,00413453
주식회사 하나자산신탁  정보 더보기,"Hana Asset Trust Co.,Ltd",하나자산신탁,,이창희  정보 더보기,기타법인,110111-1714818,214-86-34082,서울특별시 강남구 테헤란로 127,www.hanatrust.com,,0232874600,0234520730,신탁업 및 집합투자업,1999-06-25,12월,00411534
(주)나눔기술  정보 더보기,"Nanum Technologies co., Ltd",나눔기술,,서흥대  정보 더보기,기타법인,110111-0735667,107-81-51022,"서울특별시 강남구 논현로 626 5층 (논현동, 엠빌딩)",www.nanum.co.kr,,02-3485-3400,02-3446-5050,응용 소프트웨어 개발 및 공급업,1990-12-11,12월,00259828
(주)싸이더스  정보 더보기,Sidus Corporation,싸이더스,,"김형순, 홍성호  정보 더보기",기타법인,110111-1185803,211-86-37606,"서울특별시 강남구 도산대로 128 (논현동, 국민연금강남회관) 7층",www.sidus.com,,02-3393-8583,02-3393-8585,일반 영화 및 비디오물 제작업,1995-08-10,12월,00366119
주식회사 엠디아이레저개발  정보 더보기,"MDI Leisure Development Co., Ltd.",엠디아이레저개발,,윤일정  정보 더보기,기타법인,110111-2935687,120-86-62492,"강원도 춘천시 신동면 오봉길 156 (혈동리, 남춘천CC클럽하우스)",,,033-269-3000,033-241-1549,부동산 관리업,2004-01-19,12월,00876360
알보젠코리아(주)  정보 더보기,"ALVOGEN KOREA CO.,LTD",알보젠코리아,002250,이준수  정보 더보기,기타법인,110111-0033673,215-81-21950,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동)",www.Alvogenkorea.com,,02-2047-7712,443-0589,합성의약품 및 기타 완제 의약품 제조업,1958-01-07,12월,00105244
아이비케이에스제7호기업인수목적주식회사  정보 더보기,IBKS No.7 Special Purpose Acquisition Company,아이비케이에스제7호기업인수목적,276920,문대우,기타법인,110111-6466711,202-86-00779,"서울특별시 영등포구 국제금융로6길 11, 9층(여의도동)",없음,,02-6915-5333,,기타 금융 지원 서비스업,2017-07-20,12월,01243550
동북아13호선박투자회사,DONGBUKA NO.13 SHIP INVESTMENT CO.,동북아13호선박투자회사,083380,고성준  정보 더보기,기타법인,180111-0514257,606-81-91079,부산광역시 사상구 사상로 461 (모라동),,,02-590-1400,02-590-1414,운송장비 임대업,2005-03-23,12월,00526465
동북아12호선박투자회사,DONGBUKA NO.12 SHIP INVESTMENT CO.,동북아12호선박투자회사,083370,고성준  정보 더보기,기타법인,180111-0514249,606-81-91045,부산광역시 사상구 사상로 461 (모라동),,,02-590-1400,02-590-1414,운송장비 임대업,2005-03-23,12월,00526447
한국제7호기업인수목적 주식회사,"Korea No.7 Special Purpose Acquisition Co., LTD.",한국제7호기업인수목적,291210,유세현,기타법인,110111-6654473,486-81-00936,서울특별시 영등포구 의사당대로 88,,,02-3276-6681,051-816-7016,그 외 기타 금융 지원 서비스업,2018-02-07,12월,01277928
고려개발(주)  정보 더보기,KOREA DEVELOPMENT CORPORATION,고려개발,004200,곽수윤  정보 더보기,기타법인,110111-0052037,106-81-44682,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",www.kdc.co.kr,,031-420-9000,031-420-9051,도로 건설업,1965-03-31,12월,00102681
주식회사 원바이오젠  정보 더보기,"Wonbiogen Co., Ltd.",원바이오젠,278380,김원일,기타법인,176011-0047149,513-81-41995,경상북도 구미시 1공단로5길 56(공단동),www.wonbiogen.co.kr,,054-462-7965,054-471-7963,그 외 기타 의료용품 및 의약 관련제품 제조업,2006-09-01,12월,01138993
(주)모보  정보 더보기,"MOBO CO.,LTD",모보,051810,김창환  정보 더보기,기타법인,120111-0017336,139-81-21321,"경기도 오산시 경기대로 52-30 (갈곶동, (주)모보)",www.mobocable.com,,031-831-2910,031-831-2999,기타 절연선 및 케이블 제조업,1984-07-12,12월,00347442
주식회사 비에프테크,BFTECH CO.LTD,비에프테크,,"정태진, 김영호(각자대표)  정보 더보기",기타법인,134611-0055439,125-86-03178,경기도 용인시 처인구 이동읍 처인성로 1125 (서리),,,031-618-2632,031-618-2634,반도체 제조용 기계 제조업,2012-02-27,12월,01224874
이에스산업(주)  정보 더보기,"ES INDUSTRY CO.,LTD",이에스산업,241510,김영훈  정보 더보기,기타법인,164811-0062541,312-86-32622,충청남도 천안시 서북구 성거읍 모전1길 354-43 이에스산업(주),www.es-is.co.kr,http;//www.es-is.co.kr,041-424-8200,0414151002,동력식 수지공구 제조업,2011-11-01,12월,01119387
(주)미성포리테크  정보 더보기,"MISUNGPOLYTECHCO.,LTD.",미성포리테크,094700,김종달,기타법인,121111-0071969,130-81-64298,경기도 부천시 원미구 부천로 238 (주)미성포리테크,www.mspt.co.kr,,032-680-2900,032-680-2910,기타 전자부품 제조업,1997-12-27,12월,00530796
(주)씨티네트웍스  정보 더보기,"ctnetworks Co., Ltd.",씨티네트웍스,189540,이재성,기타법인,134411-0033588,126-86-00010,충청남도 논산시 연무읍 신화길 12,ctnetworks.co.kr,,041-742-0609,041-742-0611,유선 통신장비 제조업,2007-01-09,12월,00961136
(주)보진재,Pochinchai,보진재,030950,김정선,기타법인,110111-0005432,107-81-13635,서울특별시 영등포구 당산로 237 (당산동 6가) 그린빌 402호,www.pochinchai.co.kr,,031-955-1115,031-943-3234,오프셋 인쇄업,1969-04-08,12월,00123514
한국제6호기업인수목적 주식회사,"Korea No.6 Special Purpose Acquisition Co., LTD.",한국제6호기업인수목적,281410,김동학  정보 더보기,기타법인,110111-6523818,533-86-00902,서울특별시 영등포구 의사당대로 88,,,02-3276-5918,,그 외 기타 금융 지원 서비스업,2017-09-21,12월,01257526
주식회사 바이오데이즈  정보 더보기,BIODAYS INC.,바이오데이즈,,김영재  정보 더보기,기타법인,110111-1505788,113-81-46602,경기도 안양시 만안구 일직로 128-1 (석수동)860-4,www.kkct.co.kr,,0314467500,0314467501,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",1998-02-14,12월,00965789
주식회사 유앤에스에셋,"U&S Asset Co., LTD.",유앤에스에셋,,전성우,기타법인,201311-0054732,416-81-94212,전라남도 순천시 서면 산단3길 25,,,032-722-8043,032-722-8001,기타 부동산 임대업,2013-12-26,12월,01005437
군장에너지주식회사,"Gunjang Energy co., Ltd.",군장에너지,,박준영  정보 더보기,기타법인,211111-0014332,401-81-20998,전라북도 군산시 임해로 333,,,063-460-7217,063-471-9166,발전업,2001-11-01,12월,00553876
비엠더블유파이낸셜서비스코리아 주식회사  정보 더보기,"BMW FINANCIAL SERVICES KOREA CO.,LTD.",비엠더블유파이낸셜서비스코리아,,제임스오스키  정보 더보기,기타법인,110111-2278756,211-86-78437,서울특별시 중구 퇴계로 100,없음,,02-3015-5682,02-3018-1643,그 외 기타 여신금융업,2001-07-04,12월,00414300
덴소코리아주식회사  정보 더보기,DENSO KOREA CORPORATION,덴소코리아,,온다 요시노리  정보 더보기,기타법인,194211-0000141,609-81-01877,경상남도 창원시 마산합포구 첨단산업로 3 (우산동),https://www.denso.com/kr,,01087262344,055-220-9082,자동차 및 트레일러 제조업,1976-06-23,03월,00155647
(주)드림티엔터테인먼트,"Dream T Entertainment Co., Ltd.",드림티엔터테인먼트,220110,유연학  정보 더보기,기타법인,110111-4146745,220-87-84793,"서울특별시 송파구 법원로 114 B동 511호(문정동,엠스테이트)",www.dreamteaent.co.kr,,02-3452-2525,02-512-3621,매니저업,2009-07-28,12월,01066030
(주)한국비엔씨,BNC Korea Co. Ltd,한국비엔씨,226610,최완규,기타법인,134811-0143438,124-86-58215,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호",www.bnckorea.co.kr,,070-7116-0059,053-592-0152,의료용 기기 제조업,2007-08-01,12월,01051339
주식회사 애니원,"ANYONE CO.,LTD",애니원,,곽영진  정보 더보기,기타법인,160111-0283137,314-86-16860,"충청남도 천안시 동남구 수신면 5산단6로 45 (신풍리, (주)애니원)",www.anyonetape.com,,041-410-3510,041-410-3519,기타 플라스틱제품 제조업,2010-07-28,12월,01080173
(주)프로셀테라퓨틱스  정보 더보기,ProCell Therapeutics Inc.,프로셀테라퓨틱스,,이병규  정보 더보기,기타법인,200111-0219498,408-81-69726,"서울특별시 구로구 디지털로 273 1009호(구로동, 에이스트윈타워2차)",www.procellrx.co.kr,,02-6675-7200,02-6675-7202,의학 및 약학 연구개발업,2006-04-20,12월,00594688
(주)타이탄플랫폼,TITANPLATFORM,타이탄플랫폼,,윤재영,기타법인,120111-0590233,131-86-32834,"서울특별시 강남구 테헤란로 146 (역삼동, 현익빌딩) 7층",www.titanplatform.net/,,02-6959-0686,02-6959-0687,시스템 소프트웨어 개발 및 공급업,2011-12-01,12월,01219845
드로젠 주식회사,"DROGEN Co., Ltd.",드로젠,,이흥신,기타법인,120111-0766438,395-81-00187,"서울특별시 금천구 가산디지털1로 212 (가산동, 코오롱디지털타워애스턴) 606호",www.drogen.co.kr,,070-5066-1234,02-6021-4226,"유인 항공기, 항공우주선 및 보조장치 제조업",2015-06-17,12월,01273597
차이나그레이트스타인터내셔널리미티드  정보 더보기,CHINA GREAT STAR INTERNATIONAL LIMITED,차이나그레이트스타인터내셔널리미티드,900040,우여우즈 (Wu youzhi)  정보 더보기,기타법인,,211566,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",www.chinagreatstar.com,www.chinagreatstar.co.kr,86-595-8673-2222,86-595-28220222,지주회사,2008-05-30,12월,00695464
웨이포트유한공사  정보 더보기,"WAYPORT(H.K.) CO., LIMITED",웨이포트유한공사,900130,진용  정보 더보기,기타법인,,876336,"Suite 2008, 20/F., Jardine House, 1 Connaught Place, Central, Hong Kong",www.yattool.co.kr,,86-573-8322-5888,02-3443-5719,지주회사,2003-12-22,12월,00823687
(주)옐로모바일,Yellomobile Inc.,옐로모바일,,이상혁,기타법인,110111-4943109,114-87-03078,"서울특별시 강남구 도산대로 139 (신사동, 제이타워)",www.yellomobile.com,,070-4495-2110,02-512-1142,광고 대행업,2012-08-24,12월,01038499
(주)썬테크놀로지스  정보 더보기,"Sun Technologies Co., LTD",썬테크놀로지스,122800,주승환  정보 더보기,기타법인,134811-0067844,124-81-94346,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층,www.suntechinc.net,,02-2055-4051,031-354-0028,선철주물 주조업,2002-02-06,12월,00527880
(주)영현무역  정보 더보기,"YOUNG HYUN TRADING Co.,Ltd.",영현무역,242850,이관묵,기타법인,110111-1869043,113-81-58544,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호,www.younghyun.co.kr,,02-851-1827,02-851-1828,상품 중개업,2000-02-01,12월,01113781
(주)주노콜렉션  정보 더보기,"JUNO COLLECTION CO.,LTD",주노콜렉션,221670,장명희  정보 더보기,기타법인,285011-0160767,128-86-39980,"경기도 고양시 덕양구 지도로 44, 1,2,3,4,5,6층(토당동)",www.laorh.com,,031-970-2955,0319702925,핸드백 및 지갑 제조업,2009-06-23,12월,01076550
(주)파인넥스  정보 더보기,"PineNex Co., Ltd",파인넥스,123260,김용석  정보 더보기,기타법인,110111-2015273,214-86-63520,경기도 화성시 향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,www.sapphiretek.com,,031-297-3551,031-297-3550,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",2000-07-03,12월,00671437
신한제3호기업인수목적 주식회사,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",신한제3호기업인수목적,257730,김철식,기타법인,110111-6209103,250-87-00606,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층,,,02-3772-4073,02-780-4186,금융 지원 서비스업,2016-10-20,12월,01179839
(주)이더블유비엠,"EWBM Co., Ltd",이더블유비엠,,OH STEPHEN SANG GEUN,기타법인,131111-0241586,129-86-38742,"경기도 성남시 분당구 장미로 78 (야탑동, 시그마3) 1237호",www.e-wbm.com,,02-556-7878,02-558-7876,전기ㆍ전자공학 연구개발업,2009-10-15,12월,01336197
(주)애큐온저축은행  정보 더보기,ACUON SAVINGS BANK,애큐온저축은행,007640,김정수  정보 더보기,기타법인,110111-0126014,211-81-38105,"서울특별시 강남구 선릉로 514 (삼성동, 성원빌딩) 3층, 6층, 7층, 8층",www.acuonsb.co.kr,,1588-6161,02-3478-3501,상호저축은행 및 기타 저축기관,1972-02-03,12월,00111014
(주)스틸플라워  정보 더보기,"STEEL FLOWER CO.,LTD",스틸플라워,087220,김종룡  정보 더보기,기타법인,180111-0311083,603-81-40872,"부산광역시 해운대구 센텀서로 30 2401호 (우동, 케이엔엔타워)",www.steelflower.co.kr,,051-745-3000,051-745-3080,철강관 제조업,2000-02-01,12월,00454265
SK해운 주식회사,"SK SHIPPING CO., LTD",SK해운,,김성익  정보 더보기,기타법인,110111-6364212,171-86-00761,"서울특별시 중구 한강대로 416 (남대문로5가, 서울스퀘어) 21층",www.skshipping.co.kr,,02-3788-8400,,외항 화물 운송업,2017-04-01,12월,01208432
(주)카리스소프트  정보 더보기,"karis soft Co., Ltd.",카리스소프트,,김민서  정보 더보기,기타법인,191111-0000683,613-81-00085,경상남도 진주시 도동로 80,www.karissoft.co.kr,,055)760-3005,055-752-9027,특수 직물 및 기타 직물 직조업,1972-10-27,12월,00137836
(주)신세계 동대구복합환승센터,"SHINSEGAE DONGDAEGU CTC co.,Ltd",신세계동대구복합환승센터,,김은  정보 더보기,기타법인,170111-0459570,502-86-17068,대구광역시 동구 동부로 149,,,053-661-1061,,백화점,2012-05-02,12월,00932781
